Agent Name,Wins,Losses,Performance
Generation:,317,Num Of Bots,59,PlatVal,0.01826873336958573
Omeg^2^7,75,45,0.0,Weights:,0.42746,-0.07388,-0.05524,-0.03037,-0.04565,-0.35681,-0.07515,-0.09061,0.43353,-0.11278,-0.59087,0.76164,0.01664,0.00206
Omeg-Lion-Omeg^2^5-#50,78,42,0.0,Weights:,0.47001717387499997,-0.0211507155,-0.013742277625,0.011784422,-0.035471963625,-0.3355458609375,-0.041867842,-0.1153299344375,0.4075545195,-0.1064759485,-0.5597256088125,0.720272703,0.02758,-0.017523749999999998
Omeg^2^5,71,49,1.0,Weights:,0.43465,-0.06824,-0.06044,0.00337,-0.03182,-0.37661,-0.04657,-0.11278,0.37794,-0.14805,-0.54784,0.72097,0.04143,0.02051
Omeg^2^5^-Omeg-Acnd#96,0,0,0,Weights:,0.46348053325,-0.034004621750000005,-0.0167746995,-0.0119490155,-0.032882823000000005,-0.3556285953125,-0.044614092,-0.1015957156875,0.39601194137500006,-0.11957860475,-0.5471299838125001,0.715384374875,0.014153203125,0.0011001562500000007
Acnd,0,0,0,Weights:,0.91708916,-0.010288565,0.023143473,0.003357603,-0.045208527,-0.291372468,0.012108953,-0.14727149,0.456158875,-0.156368715,-1.150550508,0.717262457,0,0
Omeg^2^5^-Omeg^2^5-#77,0,0,0,Weights:,0.448895,-0.02092,-0.01359,-0.031585,-0.022155,-0.38522500000000004,-0.05992,-0.102545,0.348695,-0.15224,-0.54839,0.708555,0.031745,-0.010885
Omeg^5-Omeg^2^5-#34,0,0,0,Weights:,0.46497625,-0.022253125,-0.010037500000000001,-0.0021518750000000006,-0.036983125,-0.356185,-0.0570575,-0.09222,0.393416875,-0.125291875,-0.565409375,0.711373875,0.056595625000000004,-0.007075
Omeg^2^5--Omeg^2^5#11^1^9,0,0,0,Weights:,0.46899,-0.0007,-0.02584,0.01048,-0.02185,-0.34857,-0.10874,-0.08376,0.38783,-0.13684,-0.53132,0.75059,0.0556,-0.01695
Omeg^2^5--Omeg-Lion#24,0,0,0,Weights:,0.45290309775,-0.022938306,-0.01906705525,0.011705719,-0.02339080225,-0.346611721875,-0.040438184,-0.108919868875,0.40240216399999995,-0.127935022,-0.554066842625,0.721406531,0.031759375,-0.015342499999999999
Omeg-Omeg^0-Om#6,65,55,0.0,Weights:,0.47329995412500003,-0.015374185875000002,-0.01423328725,0.011410492250000001,-0.032981099,-0.33731398515625,-0.056354546,-0.09719348284374998,0.42142940818749997,-0.09548617737500001,-0.54399749190625,0.7158293749375,0.0221031640625,-0.012586796874999999
Omeg^2^5-OmX2#6,69,51,1.0,Weights:,0.44627249999999996,-0.02146625,-0.024875,0.00674625,-0.01462625,-0.36274,-0.030645,-0.11138,0.38508375,-0.13322375,-0.54762875,0.72076775,0.03338125,-0.01628
Omeg^2^5--Omeg^2^5#11,70,50,1.0,Weights:,0.44046124999999997,-0.044853124999999994,-0.0426575,0.005058125,-0.023223125,-0.369675,-0.0386075,-0.11208000000000001,0.381511875,-0.140636875,-0.547734375,0.7208688750000001,0.037405625,0.0021150000000000006
Omeg^2-Omeg^2^5-#99,74,46,0.0,Weights:,0.44261125,-0.031668125,-0.025562500000000002,0.003613125,-0.038433125,-0.34798,-0.0577675,-0.094825,0.389571875,-0.131046875,-0.556694375,0.721803875,0.037260625000000006,-0.00702
Omeg-Omeg-Lion#20,65,55,0.0,Weights:,0.46146684775,-0.022857680999999998,-0.019764555250000003,0.023155094,-0.02261517725,-0.33916672187499997,-0.057695684,-0.101844868875,0.41487778899999994,-0.10917064700000001,-0.5556649676250001,0.7187176559999999,0.03492125,-0.0221675
Omeg^0-Omeg^2^5^#6,82,38,0.0,Weights:,0.46702,-0.023695,-0.01885,-0.008915,-0.04167,-0.36658999999999997,-0.027680000000000003,-0.11979000000000001,0.37258,-0.140335,-0.54195,0.717095,0.01289,-0.02874
Omeg^5,84,36,0.0,Weights:,0.48368,-0.02304,0.0048,-0.01105,-0.05934,-0.34963,-0.08347,-0.07306,0.40175,-0.11736,-0.58319,0.70198,0.07981,0.00213
Omeg-Omeg-Omeg^2^5#43,0,0,0,Weights:,0.44706546193749996,-0.049229420249999996,-0.037692388812500005,-0.0033237264999999997,-0.0342225443125,-0.35490543046875,-0.050506420999999996,-0.10950871721875,0.39793319725,-0.12190266175,-0.54914124190625,0.7246456640000001,0.0253440625,0.015815625
Omeg^0,62,58,1.0,Weights:,0.49784,-0.00931,-0.01511,0.01116,-0.048,-0.31521,-0.02186,-0.11993,0.3983,-0.08594,-0.55761,0.72124,0.01084,-0.05042
Pr1D,0,0,0,Weights:,0.48393,-0.0370925,-0.03515,0.0109875,-0.0227425,-0.350185,-0.0771,-0.07662,0.4209825,-0.1094175,-0.5335175,0.719145,0.0159975,-0.01311
Omeg^2,73,47,0.0,Weights:,0.43895,-0.04187,-0.02625,0.00048,-0.06224,-0.33322,-0.08489,-0.07827,0.39406,-0.12887,-0.56576,0.72284,0.04114,0.00224
Omeg^5^8,0,0,0,Weights:,0.49538,-0.02061,-0.02191,0.03241,-0.08408,-0.32756,-0.08871,-0.09444,0.38576,-0.10463,-0.59685,0.66801,0.05866,0.02759
Omeg^2-Omeg^0-Om#31,0,0,0,Weights:,0.4596704619375,-0.032067545249999996,-0.0184898888125,0.0022168985000000003,-0.0556169193125,-0.33534543046875,-0.062637671,-0.09890246721875001,0.39768132224999997,-0.11945078675000001,-0.56132311690625,0.720638164,0.0292371875,-0.010756875
