Agent Name,Wins,Losses,Performance
Generation:,27,Num Of Bots,74,PlatVal,0.03874343555392574
WtX1^1-Omeg--WtX1-MG3d-MG#16,148,78,1.0,Weights:,0.4938408814375,0.0284924711953125,0.053702011296875005,0.0508362793046875,-0.03860008625,-0.06281492093359375,0.6106825871718751,0.07799540389453125,-0.5288920673203125,0.7711606469023438,-0.2941528046757813,-0.45787598789453127,-0.46844282450390623,-0.39253987845703125,0.09493981772265625,0.029013888941406253,0.07856312278515626,-0.15705981499609373,0.006636640625000001,-0.0254688671875,0.012528749999999998,0.0063124609375,0.0266453515625,-0.0304437890625
WtX1-MG3d-MG-WtX1^1-Omeg-#77,161,65,0.0,Weights:,0.40676193683984374,0.04153640691699219,0.07480028988867188,0.06754955765234374,-0.01785417590332031,-0.07604672066357421,0.6290961259379884,0.08075839211767578,-0.4740969977216797,0.7808981449838867,-0.27919585654638673,-0.4806678248100586,-0.5137427912270508,-0.4347223275366211,0.11787772867285157,0.05286519133496094,0.08009888711816406,-0.1976083440205078,0.008428599853515625,-0.035261851806640626,-0.009685455322265626,-0.004602774658203124,0.014711324462890625,-0.029843339843749997
MG3d,0,0,0,Weights:,0.85901144,-0.007261118,0.0045653,0.005953146,-0.037009216,-0.011939146000000001,0.577145867,0.043871836,-0.71042045,0.718634854,-0.275107076,-0.275107076,-0.275107076,-0.275107076,-0.062463787,-0.062463787,-0.062463787,-0.062463787,0,0,0,0,0,0
WtX1-MG3d-MG-G3Dy#61,133,93,1.0,Weights:,0.855675078125,0.024964745566406252,0.054511805859375,0.018002787138671875,-0.04679690129882813,-0.01641796573486328,0.6892121721850586,0.13575132657470704,-0.6839630604492187,0.7477557593286133,-0.2469199620239258,-0.3457347934692383,-0.35039795943603513,-0.3132365516723633,0.02602183429199219,-0.004702465805664059,0.01470312589355469,-0.12915579812988282,0.0019635705566406246,-0.016008907470703125,-0.002868292236328125,0.005065623779296875,0.015525289306640624,-0.01689498046875
WtX1-MG3d-MG-WtX1-MG3d-MG#77,153,73,0.0,Weights:,0.5324415439375,0.041431694640625,0.064438425125,0.047562250734375006,-0.043160963265625005,-0.0439349583203125,0.6349234609296874,0.0730254672578125,-0.560973347515625,0.7575783970546874,-0.3085194998359375,-0.46969142789843754,-0.4689219822421875,-0.40250917502343747,0.09839470679687501,0.060047154734375004,0.056020458421874995,-0.179784304515625,0.002888125,-0.033297421875000004,-0.016498359375,0.0164684375,0.034004453125,-0.046299140625
Pr1D,0,0,0,Weights:,0.48393,-0.0370925,-0.03515,0.0109875,-0.0227425,-0.060622499999999996,0.4209825,-0.1094175,-0.5335175,0.719145,-0.350185,-0.350185,-0.350185,-0.350185,-0.0771,-0.0771,-0.0771,-0.0771,0,0,0,0,0,0
WtX1-MG3d-MG-Omeg-G3Dy#76#66,0,0,0,Weights:,0.44082053880749517,0.028008943692810057,0.06420765339465331,0.0591071507749939,-0.036677302491729735,-0.06420845260565186,0.6241391687852325,0.08072231221148682,-0.4885315430792847,0.764418891974121,-0.26642055858554076,-0.4451146920902405,-0.47494192063183593,-0.41700298808242797,0.09467043260255432,0.04018956304096985,0.07471019800074769,-0.19653695591239928,0.010022830581665039,-0.02011051445007324,-0.010470646133422851,-0.018946468429565433,0.0019867205047607427,-0.02754212020874023
WtX2-WtX2-MG-WtX1-MG3d-MG#59,152,74,0.0,Weights:,0.40684640775390624,0.042047712671875,0.07902700105468749,0.07452607926074219,-0.013083556780273438,-0.07600607833496092,0.6344424100249023,0.07500550205566406,-0.4717066054296875,0.7733395976259765,-0.25180270947265626,-0.46150871817382816,-0.49462926895996095,-0.4288217234082031,0.09411778258447265,0.05207500380517578,0.06367057637353515,-0.21468155314794923,0.0012927636718749994,-0.0282585107421875,-0.020646611328125,-0.011544223632812501,-0.0009641455078125008,-0.028783510742187497
Rais,0,0,0,Weights:,0.4,0.05,0.05,-0.05,-0.05,-0.1,-0.8,-0.8,-0.1,0.6,-0.1,-0.1,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0
WrtH,0,0,0,Weights:,0.457495,-0.03758,-0.010125,-0.04319,-0.050635,-0.127035,0.420975,-0.08234,-0.54522,0.737925,-0.327235,-0.327235,-0.327235,-0.327235,-0.05119,-0.05119,-0.05119,-0.05119,0,0,0,0,0,0
WtX1,123,103,0.0,Weights:,0.270309372,0.034075943,0.101739518,0.06710815,0.012442873,-0.115426906,0.640177676,0.124438363,-0.358400911,0.826461614,-0.276241618,-0.547552184,-0.600565597,-0.46342232,0.155087124,0.069294902,0.141114308,-0.24159733,0.0,0.0,0.0,0.0,0.0,0.0
WtX2^2-MG3d--WtX2-WtX2-MG#36,161,65,1.0,Weights:,0.44207953682421874,0.03399883847460937,0.07404075407421876,0.05801927207324219,-0.024696770333007812,-0.07579460987792969,0.6277688905131835,0.08022263043261718,-0.4848131278261719,0.764261617227539,-0.261218465359375,-0.45488088519726566,-0.4682230553408203,-0.41143090760351564,0.07868204369384765,0.03874674102001953,0.06640334187353517,-0.19833254875341796,-0.00107685302734375,-0.01655206787109375,-0.00852206298828125,0.00315085205078125,0.012123093261718749,-0.022254116210937498
WtX2,126,100,0.0,Weights:,0.28748,0.05839,0.14166,0.08104,0.0291,-0.07817,0.69236,0.1612,-0.32584,0.74436,-0.21646,-0.58813,-0.5167,-0.5043,0.09655,0.05093,0.15939,-0.34775,0.0,0.0,0.0,0.0,0.0,0.0
