Generation,Winner STDDev
2,0.458709004569
3,0.389331770196
4,0.319774681146
5,0.208864761618
6,0.142410928469
7,0.125551744934
8,0.112919870214
9,0.0894615420726
10,0.0513516644016
11,0.0464582045057
12,0.0349892247694
13,0.0299280795661
14,0.0252896848223
15,0.0251929080592
16,0.0233243608078
17,0.0231744852941
18,0.0221309921396
19,0.0181851567042
20,0.0186532500726
21,0.016699654253
22,0.018132152096
23,0.0182891345049
24,0.0180679926359
25,0.0175138943797
26,0.0171096163995
27,0.0158148480435
28,0.0132771133781
29,0.0149545934699
30,0.0146364157473
31,0.0111020025557
32,0.0138239598432
33,0.0158409311395
34,0.0156955223891
35,0.0160236933631
36,0.0158373688068
37,0.0152781729173
38,0.0152737763085
39,0.0128673234586
40,0.0132738076506
41,0.0121140861108
42,0.0117072327928
43,0.0122695653411
44,0.012770324633
45,0.0130038812161
46,0.0128304019793
47,0.0119865563501
48,0.012153902392
49,0.0132236558263
50,0.0145104483742
51,0.0138919940532
52,0.0142133792264
53,0.0136302175113
54,0.0139241841535
55,0.013084523675
56,0.0128578051868
57,0.0127623439513
58,0.0141708805551
59,0.0146216454462
60,0.0140912576149
61,0.0158076147138
62,0.0150744169835
63,0.0148673004737
64,0.0130723552657
65,0.0148639319157
66,0.0128391200246
67,0.0136356397914
68,0.0132631338121
69,0.0124623084075
70,0.0112334294615
71,0.010573057007
72,0.0110660650874
73,0.0131501138722
74,0.0139094074988
75,0.0124909945258
76,0.0165605299244
77,0.0154920993353
78,0.0190549986112
79,0.0206321912374
80,0.0188395833429
81,0.0180626360302
82,0.0188674773427
83,0.0201878463635
84,0.020175179949
85,0.018101974244
86,0.018388299232
87,0.019619701623
88,0.0174401500186
89,0.0157545913188
90,0.0156619378105
91,0.0157900398524
92,0.0152419743354
93,0.0137890580291
94,0.0140747385049
95,0.0130569794382
96,0.0633846998823
Generation,Winner STDDev
97,0.019600548198
98,0.0145379339348
99,0.0183417993881
100,0.0168480138899
101,0.0141303730746
102,0.0136941751335
103,0.0154039281173
104,0.0187693177275
105,0.0173032531301
106,0.0157587995141
107,0.0180747359406
108,0.011450542334
109,0.0155872486112
110,0.0165350661836
111,0.0143062502754
112,0.0190050821381
113,0.0196110348984
114,0.0155360898693
Generation,Winner STDDev
Generation,Winner STDDev
115,0.0159144438671
116,0.0179990556062
117,0.0159260545725
118,0.0186614774384
119,0.0216154435286
120,0.0170306998112
121,0.0163393835376
122,0.0137570429194
123,0.0140814756349
124,0.0123278517786
125,0.0102591025048
126,0.0183609105756
127,0.0196968969022
128,0.0227786192278
129,0.0161507927795
130,0.0154461942131
131,0.0184184590409
132,0.0176352428257
133,0.0146094458869
134,0.0197088508733
135,0.0128422361714
136,0.0166726078429
137,0.0196459926347
138,0.0143545006086
139,0.011449605669
140,0.0176732321233
141,0.018233833954
142,0.0125745561258
143,0.0133406847903
144,0.0158861925018
145,0.0139114316979
146,0.0118590023685
147,0.0119394689352
148,0.0790526984462
149,0.108559885436
150,0.106054769645
Generation,Winner STDDev
151,0.1355178846
152,0.120182665539
153,0.11728509968
154,0.0982649809978
155,0.0705946752491
156,0.064021413753
157,0.092376758862
158,0.116591746018
159,0.114332762836
160,0.121417028874
161,0.115315058195
162,0.105918361813
163,0.0917589080528
164,0.0736915388988
165,0.0611007684069
166,0.0591854469346
167,0.0580522401723
168,0.0576211193638
169,0.0547586916582
170,0.0497840484583
171,0.0404737590966
172,0.0352036008422
173,0.0303313073265
174,0.0275737146797
175,0.0251792013207
176,0.0231904370811
177,0.0234856086737
178,0.0182491021637
179,0.0194499396664
180,0.0201209025657
181,0.0207999878654
182,0.018660580584
183,0.0152862317585
184,0.02136675597
185,0.0229032393852
186,0.0185594022116
187,0.0212701631836
188,0.0194147166764
189,0.0228963603507
190,0.0177141434473
191,0.0200189912397
192,0.019880839681
193,0.0241777534834
194,0.0243816415056
195,0.021672661258
196,0.0213597246184
197,0.0170954765056
198,0.0153085778499
199,0.016336466288
200,0.0214457231251
201,0.022639696628
Generation,Winner STDDev
202,0.0256838714366
