Generation,Winner STDDev
2,0.468352573084
3,0.394816180132
4,0.357316922383
5,0.308144774276
6,0.356036158869
7,0.239196082622
8,0.192642903901
9,0.141524149225
10,0.106034016665
11,0.0820337737821
12,0.0740365925672
13,0.0654226621134
14,0.0612514809256
15,0.0545256755638
16,0.0480668002088
17,0.0440989662464
18,0.0583056923024
19,0.0666917844652
20,0.0947699168832
21,0.173784947706
22,0.206845462135
23,0.216484329984
24,0.203914840387
25,0.201859702043
26,0.0939218878099
27,0.029903465974
28,0.0224999066975
29,0.0200963775973
30,0.0189754131678
31,0.0164631386729
32,0.0186290886343
33,0.0174299008276
34,0.0159820240546
35,0.0173484866574
36,0.0316943902868
37,0.0428221685655
38,0.0647143211157
39,0.225685829744
40,0.303679357047
41,0.298739962162
42,0.277203948829
43,0.271439774492
44,0.175867128943
45,0.0794740722508
46,0.0674991969389
47,0.0550460621724
48,0.0456982473092
49,0.0371078463545
50,0.0323594695552
51,0.0287717495182
52,0.0262503001482
53,0.0228345196877
54,0.023316604253
55,0.0219881244958
56,0.0159354313952
57,0.0202638314323
58,0.0140382319316
59,0.0154596917175
60,0.0140228081175
61,0.0109342102369
62,0.0160675135248
63,0.0104796261638
64,0.0151481544713
65,0.0128194648643
66,0.0157905790038
67,0.0169664006103
68,0.0301887868268
69,0.0329811711083
70,0.0431399509999
71,0.0615122759164
72,0.070189168277
73,0.266777311675
74,0.267729911614
75,0.246481332038
76,0.210827632889
77,0.123488682333
78,0.061430085059
79,0.0468990759078
80,0.0350132206075
81,0.0289920150623
82,0.0248997574324
83,0.0243277736288
84,0.0234921003606
85,0.0216220702756
86,0.0207719392397
87,0.0326107852239
88,0.0302597072284
89,0.0512114604879
90,0.0783624787103
91,0.0821014513593
92,0.106572040092
93,0.109102598865
94,0.109520213654
95,0.106912446303
96,0.102394104505
97,0.0411671985774
98,0.0318544463289
99,0.0268004803376
100,0.0239032238145
101,0.0181215414394
102,0.0189213644516
103,0.0138561711891
104,0.0178345785368
105,0.0112880376087
106,0.0187195221557
107,0.017144703131
108,0.0250662798224
109,0.0260665231645
110,0.0206517955549
111,0.0284551276159
112,0.0422226994451
113,0.0493861450555
114,0.0699738327763
115,0.0948255134021
116,0.098396842934
117,0.114361178744
118,0.110634789808
119,0.084727478052
120,0.0314183590254
121,0.0218697109357
122,0.0207289168623
123,0.0155542706096
124,0.0129480946685
125,0.0151556504211
126,0.00882985791718
127,0.00785324608541
128,0.00790174675535
129,0.0125723398519
130,0.012646139404
131,0.0130665431094
132,0.0151488466102
133,0.0152191071025
134,0.0107571275725
135,0.0178898726368
136,0.0375407424998
137,0.0454957214696
138,0.0544835674787
139,0.065574220866
140,0.0729456139701
141,0.0818265281269
142,0.0906547359371
143,0.0905273366592
144,0.0900967247126
145,0.0917326329121
146,0.0555174581853
147,0.0396177649025
148,0.0408811446182
149,0.0505979276054
150,0.0656446045562
151,0.0694227911192
152,0.083619826243
153,0.0824581868102
154,0.0998541950468
155,0.0958045903796
156,0.0972727780935
157,0.0974886588648
158,0.0988016697626
159,0.068171722612
160,0.0561448978917
161,0.0498415553551
162,0.039944510687
163,0.0382656880226
164,0.034551486933
165,0.0308511879379
166,0.0318892383331
167,0.0280216307219
168,0.0237362492124
169,0.0263032483615
170,0.0223424328592
171,0.0213690295374
172,0.0209785611876
173,0.0347333794803
174,0.0229578120732
175,0.0163058442576
176,0.0338547427795
177,0.0358626187195
