Agent Name,Wins,Losses,Performance
Generation:,401,Num Of Bots,74,PlatVal,0.019063373382793607
UNAR-OLYP-UNAR-OLYP#26,89,65,0.0,Weights:,0.401411073729923,-0.02409416405663555,-0.08998832410865884,0.10176025127350943,0.022019278465920705,-0.19712277893280833,-0.03421850960846742,-0.007050352385795926,0.322558166986045,-0.32890492246482084,-0.642169706914415,0.34145544891983715
UNAR-OLYP-YJLV-RBOR#59,79,75,0.0,Weights:,0.4017723130977407,-0.02417316605416028,-0.0905112994457598,0.10170567225513026,0.02237635752528533,-0.19702347138813975,-0.03429977192001571,-0.0077551551208310246,0.32296904392179965,-0.3295561237670634,-0.6422978080413935,0.3413403565814094
UNAR-OLYP-YJLV-RBOR#58,82,72,0,Weights:,0.39519383044290424,-0.023786691639437287,-0.09510462137970661,0.09909498989908457,0.02642151524665877,-0.19888808303951125,-0.032400792686474875,-0.0030907677577586916,0.3265582111024741,-0.33999756826072997,-0.6430867833393614,0.3411363348672174
UNAR-OLYP-YJLV-RBOR#55,85,69,1.0,Weights:,0.40155071849488116,-0.024099961351163122,-0.09010622311978814,0.10187430767414682,0.022075784600995352,-0.1971591584820256,-0.034326076151368304,-0.007243238383398881,0.32264963820123427,-0.32897643994225556,-0.6422727567155584,0.34146512292334397
UNAR-OLYP-YJLV-RBOR#53,79,75,0.0,Weights:,0.4013144365744554,-0.024052973430327397,-0.08982388174944526,0.10177856842469737,0.021911140318078025,-0.1971619623523851,-0.03419066448856907,-0.006833769498902991,0.32241536387656966,-0.3286804084936059,-0.642099265203383,0.3415142912552653
YJLV-RBOR-UNAR-OLYP#89,0,0,0,Weights:,0.40104821971681437,-0.024170952702398166,-0.08993893838348656,0.10146151343196849,0.02204539608937453,-0.1970131106159813,-0.03399911909002275,-0.006912850681066669,0.3225649796928949,-0.32909433663764065,-0.642076903675543,0.3413838994600895
Call999,104,50,0.0,Weights:,0.027780254,-0.006881324,-0.02755483,0.052425943,-0.247408722,-0.343405448,-0.092064001,-0.114631729,0.367807581,-0.466988527,-0.449206837,0.577756734
Ep_ZWUP,0,0,0,Weights:,0.08,0.05337793,0.214027344,0.035454102,0.025410156,-0.04884668,0.072243164,0.215789063,0.547893555,-0.60075293,0.425702148,-0.061788086
YJLV-RBOR-UNAR-OLYP#1,0,0,0,Weights:,0.40155614298767206,-0.024117939964536997,-0.09019620829089076,0.101766852516784,0.022157103379608523,-0.1971024798141796,-0.03427160195746039,-0.0073321665407978034,0.3227196022099359,-0.32914380116317354,-0.64223109124071,0.3414240784115704
YJLV-RBOR-YJLV-RBOR#2^8,0,0,0,Weights:,0.385,-0.025,-0.108,0.093,0.031,-0.193,-0.012,-0.003,0.315,-0.337,-0.647,0.337
