Generation,Winner STDDev
2,0.456390027882
3,0.423645604378
4,0.360149217449
5,0.253387650545
6,0.195460930966
7,0.126831121933
8,0.111897215758
9,0.0820462322057
10,0.0762769168322
11,0.0748850545635
12,0.0652384855043
13,0.0540836520498
14,0.0489098826971
15,0.0440380511542
16,0.0381474380986
17,0.0351177013813
18,0.034527377432
19,0.0375680973586
20,0.0384139697378
21,0.0369014576526
22,0.0355919164934
23,0.0322788093444
24,0.0588831821404
25,0.0274759427769
26,0.0276148520853
27,0.0263647430704
28,0.0855238236983
29,0.052161647279
30,0.149725462001
31,0.150957456583
32,0.140719171498
33,0.171914622899
34,0.166305585687
35,0.0623404219953
36,0.0901035878731
37,0.0826850574853
38,0.179832445933
39,0.0612029212123
40,0.0677886692351
41,0.035573742306
42,0.0293260645655
43,0.0360346140727
44,0.0333877352817
45,0.0324567782733
46,0.0325575333795
47,0.0442881739743
48,0.0430020389575
49,0.039809166537
50,0.0311212672477
51,0.0428879288487
52,0.0499507156293
53,0.230031417168
54,0.163946348261
55,0.192110997844
56,0.173160214464
57,0.165681185995
58,0.154228642146
59,0.17109681871
60,0.12293801521
61,0.117476576484
62,0.0607444686852
63,0.0694903809696
64,0.0993454838728
65,0.0534612162551
66,0.0656823490412
67,0.103840523401
68,0.0792739208343
69,0.079121795217
70,0.0817844149591
71,0.0719700689354
72,0.0732733809982
73,0.0760742230828
74,0.0788284656108
75,0.0708612702473
76,0.0714881388111
77,0.0719513498768
78,0.077745843861
79,0.0758997723346
80,0.081525206685
81,0.0790300972711
82,0.0777059279845
83,0.0749982101869
84,0.0789043876332
85,0.0752126560784
86,0.0745539046609
87,0.0746993006656
88,0.0796876381544
89,0.0986670674408
90,0.0790438389886
91,0.0794328730417
92,0.0770219412424
93,0.0723293042176
94,0.0751054419823
95,0.075310589019
96,0.0785169553404
97,0.0772682322727
98,0.0738555879761
99,0.0794301989093
100,0.0796781180291
101,0.0755999203691
102,0.0773441263089
103,0.075595089639
104,0.077929096795
105,0.0790427059536
106,0.0755832772926
107,0.077557146413
108,0.0711224674705
109,0.0738872404391
110,0.0776817286927
111,0.075438537769
112,0.0805851798739
113,0.075208497481
114,0.0758463154425
115,0.0780175669334
116,0.0737839762175
117,0.076535519415
118,0.0722805679607
119,0.0729585645904
120,0.0809756007066
121,0.0787305543934
122,0.0784229547058
123,0.079692238022
124,0.137152324796
125,0.177928391057
126,0.187786497706
127,0.19107411748
128,0.195779199537
129,0.112459392188
130,0.0795378438857
131,0.152774112334
132,0.132161327432
133,0.164828714052
134,0.110601620932
135,0.0646949545619
136,0.0779367382774
137,0.0897622345283
138,0.0599502936724
139,0.0436370271052
140,0.0291025351396
141,0.026397825184
142,0.0261975914118
143,0.0265930839974
144,0.0257223138308
145,0.0274223217752
146,0.0254964224206
147,0.0245049217337
148,0.0238036200332
149,0.0188860360572
150,0.0198147670566
151,0.0200924209511
152,0.0175663011475
153,0.0182859675046
154,0.0169397624821
155,0.017106319823
156,0.0151189944412
157,0.0169053811084
158,0.0174560984146
159,0.018547001757
160,0.0179524841727
161,0.0188295244876
162,0.0187293722955
163,0.0185244042109
164,0.0173397616596
165,0.0177401875245
166,0.0171011984653
167,0.0177584831424
168,0.0183311165589
169,0.0191088560678
170,0.0166017132521
171,0.0171825731004
172,0.0183698502256
173,0.0186532334687
174,0.0185878090719
175,0.018545650789
176,0.0197296743733
177,0.021032496116
178,0.0217147342913
179,0.0223916910357
180,0.0235186438658
181,0.0238161783034
182,0.0260287210528
183,0.0247450324744
184,0.0252592762204
185,0.0221782514673
186,0.0200456803296
187,0.0203549116844
188,0.0190406748157
189,0.0195727463938
190,0.0186560858174
191,0.0205840207848
192,0.0219905310229
193,0.0221834652345
194,0.0162774822821
195,0.0176573525526
196,0.0165460355873
197,0.0192660390611
198,0.0161298334429
199,0.0568425537884
200,0.0604806784558
201,0.0831951364173
Generation,Winner STDDev
202,0.134179607233
Generation,Winner STDDev
203,0.136174597667
Generation,Winner STDDev
204,0.139876730212
Generation,Winner STDDev
205,0.092827318367
Generation,Winner STDDev
Generation,Winner STDDev
206,0.183524813458
