Agent Name,Wins,Losses,Performance
Generation:,71,Num Of Bots,69,PlatVal,0.010573057006962587
EROI^4^3-OKV-EROI^4^3-OKV#58,80,56,0.0,Weights:,-0.5820294337976071,-0.13211013638948418,0.2902394995286043,-0.08663067027539728,-0.26777294806131946,-0.22030275896349658,0.012851491898790974,0.15803562196588944,0.5175134646683986
EROI^4^3-OKV-EROI^4^3-OKV#51,74,62,1.0,Weights:,-0.590906085450668,-0.13973931713596385,0.28313482672082846,-0.10134321310684391,-0.26806969242509265,-0.20935938509923235,0.008427704685387508,0.15889590480421845,0.508041298570858
EROI^4^3-OKV-EROI^4^3-OKV#52,77,60,0.0,Weights:,-0.5718248751164421,-0.12295782392155113,0.2883320672553886,-0.07476473457520823,-0.26758013083402055,-0.2270172996040136,0.02662364449999511,0.1482945971808997,0.5264664189470067
EROI^4^3-OKV-EROI^4^3-OKV#57,0,0,0,Weights:,-0.589101699556109,-0.13909671097074508,0.2864710559664457,-0.10079179432562502,-0.2677476146310369,-0.21370585063805342,0.00811274159830564,0.1609983960712656,0.5053271152837602
EROI^4^3-OKV-EROI^4^3-OKV#56,0,0,0,Weights:,-0.5841135337255557,-0.13233299903013312,0.2855800846267106,-0.09088511342672623,-0.2687682677570097,-0.2188443765080471,0.011694468394546199,0.15746132613285335,0.5131848275699826
EROI^4^3-OKV-EROI^4^3-OKV#8,73,63,0,Weights:,-0.5844655063868283,-0.13557295738977443,0.2825526706172943,-0.0948103774584213,-0.26814447695265053,-0.21694489696672103,0.014387791109274881,0.15737924502133205,0.513259361540878
EROI^4^3-OKV-EROI^4^3-OKV#0,78,58,0.0,Weights:,-0.5885485957544612,-0.1379343312548531,0.2845825930154942,-0.09786632550171082,-0.26960712920884594,-0.21644344314306846,0.012349163285743862,0.1590766893793096,0.5071632309337868
EROI^4^3-OKV-EROI^4^3-OKV#2,0,0,0,Weights:,-0.5808843049175478,-0.13249262659627992,0.2914774970171702,-0.08987437154523573,-0.2656502504642083,-0.2148993739126836,0.0061098603719676615,0.15598346680949873,0.5265078871934359
EROI^4^3-OKV-EROI^4^3-OKV#5,71,65,0,Weights:,-0.5940220166161175,-0.14235032532819147,0.28591803569748236,-0.10465942045300886,-0.2683638777420433,-0.2096182190935184,0.007262005057709104,0.1618338832326946,0.5028556105115245
EROI^4^3-OKV-EROI^4^3-OKV#6,69,67,0.0,Weights:,-0.5880693119177315,-0.13432353001568192,0.2875752886736417,-0.09415046636297633,-0.2692015832213333,-0.21794352375183304,0.00968803515893845,0.15887787088345956,0.5082027373646294
EROI^4^3-OKV-EROI^4^3-OKV#29,0,0,0,Weights:,-0.578459809556783,-0.12672608251550593,0.2854145280045158,-0.08348730481337398,-0.27017187203863346,-0.22154881786264452,0.016874581745214754,0.15134519679798172,0.5192924411375355
EROI^4^3-OKV-EROI^4^3-OKV#25,78,58,0.0,Weights:,-0.5897626457127139,-0.13453408832678412,0.2872346675649301,-0.09749617184721343,-0.2688689062660997,-0.21651859139916202,0.006658048361926501,0.15959944139109086,0.5037606680966635
EROI^4^3-OKV-EROI^4^3-OKV#27,0,0,0.0,Weights:,-0.5830051622902934,-0.13852768084421913,0.29426819386971814,-0.09809049654123012,-0.27062423681456776,-0.21780890052497615,0.015322788698034114,0.15886680025101452,0.495742936834603
EROI^4^3-OKV-EROI^4^3-OKV#20,70,66,0.0,Weights:,-0.5859871279157071,-0.13391112597597182,0.2885440090468425,-0.0915989169532108,-0.26782761617680517,-0.2234208879996673,0.016818671296399443,0.15816769464087244,0.509892202227172
EROI^4^3-OKV-EROI^4^3-OKV#23,0,0,0,Weights:,-0.5805380233527858,-0.13476108635865405,0.2909688254627208,-0.0903578418884475,-0.27261606371840114,-0.21830463211002404,0.014851680972447776,0.15667983896697138,0.5087957482161941
EROI^4^3-OKV-EROI^4^3-OKV#39,76,60,0.0,Weights:,-0.5641638394339364,-0.1437056366808271,0.3072333600872531,-0.1031399106176234,-0.28124228368151794,-0.21074210482539513,0.03501376451707086,0.1582045795554691,0.48660260278627127
EROI^4^3-OKV-EROI^4^3-OKV#38,75,61,1.0,Weights:,-0.5925253577357461,-0.1432625467233083,0.2828134403490123,-0.10883964247049357,-0.26796913472607164,-0.21114841930158057,0.007675058068283454,0.16221831822187638,0.498990411145085
EROI^4^3-OKV-EROI^4^3-OKV#37,0,0,0,Weights:,-0.5840489585775515,-0.13819351799891777,0.28821904525293396,-0.09503007571447303,-0.2716959269106865,-0.21491938681465242,0.011611343846269169,0.1595050637984951,0.5072601032312057
EROI^4^3-OKV-EROI^4^3-OKV#35,73,63,0,Weights:,-0.576247678867873,-0.14252127336165415,0.3013017201745062,-0.09868482123524679,-0.2723795673630358,-0.21909920965079027,0.023987529034141728,0.1581341591109382,0.4877252055725425
