Agent Name,Wins,Losses,Performance
Generation:,47,Num Of Bots,59,PlatVal,0.1775982544566088
Raiz^3^1-Raiz^0^1^#15,61,39,0,Weights:,0.339865,0.026585,0.0020099999999999996,-0.025814999999999998,0.011375,0.010535,-0.057245,0.014134999999999998,-0.7639199999999999,-0.816925,-0.527865,0.52252,0.04834,-0.0116
ZZXL-Raiz-ZRQP#51,53,47,1.0,Weights:,0.24063874999999998,0.194465,-0.032821249999999996,0.36658999999999997,-0.126665,0.07495875,-0.26397249999999994,0.22110375000000002,-0.14792499999999997,-0.4671625,-0.1746525,0.6161162499999999,-0.19189250000000002,0.45181499999999997
Raiz^0^1-Raiz^0^0-#27,53,47,0,Weights:,0.387224375,0.044014375,0.061248125,-0.013523125,-0.03674875,-0.0024793750000000007,-0.0021512499999999995,0.0019099999999999985,-0.73073375,-0.743830625,-0.556765,0.5202074999999999,0.038415625,0.0052875
Raiz^3,57,43,0.0,Weights:,0.35407,0.02366,0.0921,-0.0998,-0.08404,-0.01292,-0.0404,-0.01014,-0.84189,-0.7948,-0.4592,0.5031,-0.04968,0.04951
Raiz^0,50,52,1.0,Weights:,0.39316,0.07097,0.08806,-0.03091,-0.03792,0.0036,0.00657,-0.00936,-0.77591,-0.77893,-0.53738,0.52587,0.01644,-0.00829
Raiz^1,52,48,1.0,Weights:,0.3851,0.00632,0.00758,-0.08099,-0.06573,0.02949,-0.02115,-0.0196,-0.77952,-0.76304,-0.50538,0.53148,0.02407,-0.01126
Omeg-G3Dy-Raiz^0^0#96,25,88,0,Weights:,0.63163572,0.020399440999999997,0.041572649999999996,0.011731573000000002,-0.062129607999999996,-0.12571353775000002,-0.0314218935,-0.01739082275,-0.11126706674999998,-0.36558908225000003,-0.619460225,0.61330242675,0.02968125,0.0044075
ZZXL-Raiz-Raiz#84,56,44,0.0,Weights:,0.42593749999999997,0.00537,0.3173575,0.31145999999999996,-0.05396,0.0749775,0.291685,0.19163750000000002,-0.68109,-0.210865,-0.567635,0.6722125,0.21279499999999998,0.20244
ZRQP,49,52,1.0,Weights:,0.05534,0.38356,-0.383,0.42172,-0.19937,0.07494,-0.81963,0.25057,0.38524,-0.72346,0.21833,0.56002,-0.59658,0.70119
ZZXL,59,41,0.0,Weights:,0.42768,-0.04934,0.59204,0.66858,-0.04582,0.17417,0.58901,0.38656,-0.54934,0.21176,-0.65532,0.80555,0.40563,0.41714
Pr1D,75,22,1.0,Weights:,0.48393,-0.0370925,-0.03515,0.0109875,-0.0227425,-0.350185,-0.0771,-0.07662,0.4209825,-0.1094175,-0.5335175,0.719145,0.0159975,-0.01311
Omeg^2,38,54,0,Weights:,0.51173,-0.07016,-0.03787,0.06443,0.02397,-0.34676,-0.04077,-0.11908,0.38649,-0.09598,-0.56247,0.66611,0.01949,-0.0389
Omeg^1-Pr1D#23,75,10,0,Weights:,0.45319,-0.042936249999999995,-0.01939,0.04418875,-0.01913625,-0.34948250000000003,-0.09201999999999999,-0.0716,0.41096125,-0.12154375,-0.51762375,0.7013325,0.00940875,-0.031204999999999997
G3Dy-Omeg-G3Dy#99,76,22,0,Weights:,1.05681716,-0.00023917700000000014,0.01998295,-0.005892780999999999,-0.048976324,-0.23873561325,-0.06111568049999999,0.0009275317499999984,0.6607012997499999,0.11365525325,-0.7902181749999999,0.72025728025,0.00992625,-0.0074825
Omeg^7-Om-Omeg#79^8,29,63,0,Weights:,0.46845,-0.0057,-0.06155,-0.01909,-0.00937,-0.32376,-0.08836,-0.05701,0.38579,-0.11594,-0.50722,0.7485,0.02396,-0.07769
ZZXL-Raiz-Omeg^7-Om#25,35,69,0,Weights:,0.4388978125,-0.0066590625,0.147980625,0.16852937499999998,-0.0392915625,-0.14460125000000001,0.11197750000000001,0.04820562500000001,-0.133718125,-0.15730468749999998,-0.5473581249999999,0.6941334375,0.13153593749999998,0.08582625
Raiz,57,45,1.0,Weights:,0.4,0.05,0.05,-0.05,-0.05,0.0,0.0,0.0,-0.8,-0.8,-0.5,0.5,0.0,0.0
G3Dy-Omeg-ZRQP#10,44,62,0,Weights:,0.45140478250000005,0.1894578785,-0.186780475,0.211813448,-0.1239636705,-0.10824853774999998,-0.44233189349999996,0.11039105225000001,0.48300230825,-0.34381876975,-0.23417335,0.63965961425,-0.2830778125,0.34268375
Omeg-G3Dy#31,80,16,0.0,Weights:,0.8590114400000001,-0.007261118,0.004565299999999998,0.005953146000000001,-0.037009216,-0.2751070755,-0.06246378699999999,-0.0317916455,0.5771458665,0.0438718355,-0.71042045,0.7186348535,0.0198525,-0.014965
WrtH,28,81,0,Weights:,0.457495,-0.03758,-0.010125,-0.04319,-0.050635,-0.327235,-0.05119,-0.11063,0.420975,-0.08234,-0.54522,0.737925,-0.016405,0.04441
Raiz^0^1^6,60,41,1.0,Weights:,0.32938,-0.00237,0.02808,0.01254,0.04263,0.01568,-0.03008,-0.00028,-0.73482,-0.77508,-0.54559,0.53111,0.07281,-0.04005
Raiz^0^0^1,59,37,1.0,Weights:,0.42309,0.03485,0.0896,0.06705,-0.13453,0.02568,-0.01491,-0.05125,-0.7525,-0.76136,-0.55962,0.47235,0.00531,0.06082
Omeg-Raiz^0#11,30,81,0,Weights:,0.42828,0.0248325,0.030895,-0.0006324999999999994,-0.0254975,-0.172125,-0.029294999999999998,-0.053294999999999995,-0.1829375,-0.4373125,-0.5441024999999999,0.62063,0.0280725,-0.01911
Omeg,73,14,1.0,Weights:,0.4634,-0.021305,-0.02627,0.029645,-0.013075,-0.34785,-0.06516,-0.09723,0.410035,-0.095695,-0.550825,0.71539,0.039705,-0.02993
